question,groundtruth,chatbot_response,similar_questions,accuracy
Thánh Gióng được gọi là gì sau khi đánh giặc Ân?,Phù Đổng Thiên Vương,Thánh Gióng được gọi là Phù Đổng Thiên Vương.,"['Thánh Gióng sinh ra ở đâu?', 'Thánh Gióng là nhân vật huyền sử thời nào?', 'Thánh Gióng có hiệu là gì?']",1
Thánh Gióng làm gì sau khi đánh giặc?,Cưỡi ngựa sắt đến núi Vệ Linh,"Sau khi đánh giặc, Thánh Gióng không trở về làng mà cưỡi ngựa sắt đến núi Vệ Linh, ngắm nhìn lần cuối nơi mình sinh ra rồi vỗ nhẹ vào mông chiến mã vút thẳng về trời.","['Thánh Gióng sinh ra ở đâu?', 'Thánh Gióng có hiệu gì?', 'Thánh Gióng làm gì sau khi đánh giặc?']",0
Ngôi tịnh xá có bảo tháp bằng gỗ thờ Phật lớn nhất Việt Nam là ở đâu?,Chánh điện,Ngôi tịnh xá có bảo tháp bằng gỗ thờ Phật lớn nhất Việt Nam là Pháp viện Minh Đăng Quang.,"['Pháp viện Minh Đăng Quang nằm ở đâu?', 'Pháp viện Minh Đăng Quang có những kỷ lục nào?', 'Ngôi tịnh xá nào có bảo tháp bằng gỗ thờ Phật lớn nhất Việt Nam?']",1
Bưu điện Thành phố được xây dựng vào thời gian nào?,Cuối thế kỷ 19,Bưu điện Thành phố được xây dựng vào cuối thế kỷ 19.,"['Bưu điện Thành phố xây dựng vào thời gian nào?', 'Bưu điện Thành phố được xây dựng vào năm nào?', 'Bưu điện Thành phố xây dựng vào thế kỷ nào?']",1
Vật liệu chính được sử dụng trong xây dựng Bưu điện Thành phố là gì?,"Vòm mái, cột thép, lam thép","Vật liệu chính được sử dụng trong xây dựng Bưu điện Thành phố là vòm mái, cột thép, lam thép của hãng Eiffel.","['Bưu điện Thành phố được xây dựng vào thời gian nào?', 'Bưu điện Thành phố có tuổi thọ bao nhiêu?', 'Công tác giữ gìn bảo quản Bưu điện Thành phố được thực hiện như thế nào?']",1
"Công tác giữ gìn bảo quản, duy tu Bưu điện Thành phố được thực hiện như thế nào?","Thường xuyên, không làm thay đổi nguyên trạng kiến trúc","Công tác giữ gìn bảo quản, duy tu Bưu điện Thành phố được thực hiện thường xuyên, không làm thay đổi nguyên trạng kiến trúc nhằm bảo tồn và phát huy sự hấp dẫn của khối kiến trúc cổ tiêu biểu cho nghệ thuật kiến trúc cuối thế kỷ 19 của Thành phố và của quốc gia.","['Bưu điện Thành phố Hồ Chí Minh được xây dựng vào thời gian nào?', 'Bưu điện Thành phố Hồ Chí Minh có phong cách kiến trúc như thế nào?', 'Bưu điện Thành phố Hồ Chí Minh được làm bằng vật liệu gì?']",1
Bảo tàng Áo dài nằm ở đâu?,Bưu điện Thành phố,"Bảo tàng Áo Dài nằm ở địa chỉ 206/19/30 Long Thuận, Phường Long Phước, Quận 9.","['Bảo tàng Áo Dài có địa chỉ ở đâu?', 'Bảo tàng Áo Dài ở thành phố nào?', 'Bảo tàng Áo Dài nằm ở quận nào?']",1
Chất liệu truyền thống của áo dài Việt Nam là gì?,"Tơ tằm, đay, gai, sợi bông","Chất liệu truyền thống của áo dài Việt Nam bao gồm tơ tằm, đay, gai và sợi bông.","['Áo dài Việt Nam được làm từ những chất liệu gì?', 'Các loại vải truyền thống được sử dụng để may áo dài là gì?', 'Áo dài Việt Nam thường được làm từ những loại vải nào?']",1
Họa sĩ - Nhà điêu khắc Diệp Minh Châu sinh năm nào?,1919,Họa sĩ Huỳnh Văn Gấm sinh năm 1922.,"['Họa sĩ Huỳnh Văn Gấm sinh năm bao nhiêu?', 'Năm sinh của họa sĩ Huỳnh Văn Gấm là năm nào?', 'Họa sĩ Huỳnh Văn Gấm sinh vào năm bao nhiêu?']",0
Diệp Minh Châu làm nghề gì?,Họa sĩ và nhà điêu khắc,"Diệp Minh Châu làm nghề thu mua ve chai, lông vịt và các loại nguyên liệu phế thải để kiếm sống qua ngày.","['Diệp Minh Châu làm nghề gì để kiếm sống qua ngày?', 'Diệp Minh Châu làm công việc gì để kiếm sống?', 'Diệp Minh Châu làm nghề gì để trở thành người giàu có?']",0
Tác phẩm của Diệp Minh Châu được lưu giữ ở đâu?,Các bảo tàng mỹ thuật lớn trong nước và thế giới,Tác phẩm của Diệp Minh Châu được lưu giữ tại Bảo tàng Mỹ thuật TP.HCM.,"['Diệp Minh Châu làm nghề gì?', 'Ai đã phong tặng giải thưởng Hồ Chí Minh về Văn học Nghệ thuật cho Diệp Minh Châu?', 'Tác phẩm nổi tiếng của Diệp Minh Châu là gì?']",1
Triều đại nào là triều đại lớn đầu tiên của đất nước?,Triều Lý,Triều Lý (1009 - 1225) là triều đại lớn đầu tiên của đất nước.,"['Triều đại nào là triều đại lớn đầu tiên của Việt Nam?', 'Triều đại nào đã đánh đuổi quân Tống xâm lược?', 'Triều đại nào đã đặt quốc hiệu Đại Việt?']",1
Triều Lý có những dấu ấn sâu đậm trên những phương diện nào?,"Văn hóa, tôn giáo, pháp luật, kinh tế, chính trị",Not relevant,"['Có những điểm du lịch nào ở Long An?', 'Long An có những truyền thống nào?', 'Triều Lý có ảnh hưởng gì đến Long An?']",0
Triều Lý đã có công làm gì cho đất nước?,"Cường thịnh đất nước, củng cố nền tự chủ, thúc đẩy văn minh Đại Việt phát triển hùng mạnh","Triều Lý đã có công xây dựng và phát triển đất nước Đại Việt. Công cuộc xây dựng đất nước được đẩy mạnh với nhiều dấu ấn sâu đậm trên mọi phương diện văn hóa, tôn giáo, pháp luật, kinh tế, chính trị. Nhà Lý đã định đô tại Thăng Long, đặt quốc hiệu Đại Việt, hoàn chỉnh hệ thống quan lại, ban hành bộ luật Hình Thư, tổ chức quân đội chính quy, lập Văn Miếu – Quốc Tử Giám, xây dựng hệ thống đê điều, có nhiều chính sách khuyến khích nông nghiệp, thủ công nghiệp, thương nghiệp, ngoại thương, phát triển văn hoá nghệ thuật, đồng thời đánh đuổi quân Tống xâm lược.","['Triều Lý đã có những đóng góp gì cho đất nước?', 'Những thành tựu nổi bật của triều đại Lý là gì?', 'Triều Lý đã xây dựng những công trình nào cho đất nước?']",1
Vương quốc Champa có ảnh hưởng từ quốc gia nào?,Ấn Độ,Vương quốc Champa có ảnh hưởng từ Ấn Độ.,"['Vương quốc Champa có ảnh hưởng từ quốc gia nào?', 'Quốc gia nào đã ảnh hưởng đến vương quốc Champa?', 'Vương quốc Champa có quan hệ gì với Ấn Độ?']",1
Bảo tàng Lịch sử - thành phố Hồ Chí Minh đang luu giữ bộ sưu tập nghệ thuật Chăm lớn nhất thế giới hay không?,Có,Not relevant,"['Bảo tàng Lịch sử - thành phố Hồ Chí Minh có trưng bày những bức tranh nổi tiếng nào?', 'Bảo tàng Lịch sử - thành phố Hồ Chí Minh có bao nhiêu tầng?', 'Bảo tàng Lịch sử - thành phố Hồ Chí Minh mở cửa vào thời gian nào?']",0
Vương quốc Champa phát triển về mặt nào?,Chính trị và kinh tế,"Vương quốc Champa phát triển về mặt chính trị và kinh tế trong những thế kỷ đầu tiên sau công nguyên, nhờ vào mối quan hệ giao thương chặt chẽ giữa Đông Nam Á và Ấn Độ.","['Vương quốc Champa có ảnh hưởng gì đến di sản văn hóa của Việt Nam?', 'Bảo tàng Lịch sử - thành phố Hồ Chí Minh có bộ sưu tập nghệ thuật Chăm lớn nhất thế giới?', 'Vương quốc Champa tập trung ở đâu trong Việt Nam?']",1
Lịch sử của vương quốc Champa được phục dựng thông qua những nguồn tài liệu nào?,"Văn bản của Trung Quốc, bản khắc tiếng Phạn và tiếng Chăm cổ, Biên niên sử các triều đại Việt Nam","Lịch sử của các vương quốc Champa đã được phục dựng một phần thông qua các văn bản của Trung Quốc (Biên niên sử các triều đại, báo cáo của các sứ thần), các bản khắc bằng tiếng Phạn và tiếng Chăm cổ, cũng như những cuốn Biên niên sử các triều đại Việt Nam.","['Các nguồn tài liệu nào đã phục dựng lại lịch sử của vương quốc Champa?', 'Lịch sử của vương quốc Champa được tái hiện như thế nào?', 'Các văn bản nào đã giúp phục dựng lại lịch sử của vương quốc Champa?']",1
Người Chăm quan tâm đến những tôn giáo nào?,Phật giáo và Ấn Độ giáo,Người Chăm quan tâm đến hai tôn giáo chính của Ấn Độ là Phật giáo và Ấn Độ giáo.,"['Người Chăm quan tâm đến tôn giáo nào?', 'Tôn giáo nào mà người Chăm quan tâm?', 'Người Chăm có quan tâm đến tôn giáo không?']",0
Chợ Bình Tây được xây dựng vào năm nào?,1928,Chợ Bình Tây được xây dựng vào năm 1928.,"['Chợ Bình Tây có bao nhiêu quầy sạp?', 'Chợ Bình Tây mở cửa vào lúc nào?', 'Chợ Bình Tây có những mặt hàng gì?']",1
Chợ Bình Tây có bao nhiêu cổng ra vào?,12,Chợ Bình Tây có tổng cộng 5 cổng ra vào.,"['Chợ Bình Tây có bao nhiêu cửa chính?', 'Có mấy cửa vào chợ Bình Tây?', 'Cổng ra vào của chợ Bình Tây có bao nhiêu?']",0
Chợ Bình Tây có bao nhiêu sạp buôn bán?,24 nghìn,Chợ Bình Tây có tổng cộng 2.358 sạp buôn bán.,"['Chợ Bình Tây có bao nhiêu tầng?', 'Khi nào chợ Bình Tây mở cửa?', 'Chợ Bình Tây nằm ở địa chỉ nào?']",1
Chợ Bình Tây nằm ở địa chỉ nào?,"57A Tháp Mười - P.2, Q.6","Chợ Bình Tây nằm ở địa chỉ 07 Công Trường Lam Sơn, Bến Nghé, Quận 1, TP.HCM.","['Chợ Bình Tây nằm ở địa chỉ nào?', 'Chợ Bình Tây ở thành phố nào?', 'Chợ Bình Tây thuộc quận nào?']",0
Cầu Phú Mỹ nối hai quận nào với nhau?,Quận 7 và thành phố Thủ Đức,Cầu Phú Mỹ nối Quận 7 và thành phố Thủ Đức với nhau.,"['Cầu Phú Mỹ nối hai quận nào với nhau?', 'Cầu Phú Mỹ nối thành phố Thủ Đức với quận nào?', 'Quận 7 và thành phố Thủ Đức được nối với nhau bằng cầu nào?']",1
Cầu Phú Mỹ được khánh thành vào ngày nào?,2 tháng 9 năm 2009,Not relevant,"['Có bao nhiêu phòng trưng bày tại Bảo tàng TP.HCM PHÒNG TRƯNG BÀY ĐẤU TRANH CÁCH MẠNG 1954-1975?', 'Bảo tàng TP.HCM PHÒNG TRƯNG BÀY ĐẤU TRANH CÁCH MẠNG 1954-1975 có mục tiêu gì?', 'Bảo tàng TP.HCM PHÒNG TRƯNG BÀY ĐẤU TRANH CÁCH MẠNG 1954-1975 mở cửa vào thời gian nào?']",0
Cầu Phú Mỹ có tổng mức đầu tư là bao nhiêu?,2076 tỷ đồng,Not relevant,"['Có bao nhiêu chuyên đề trong phòng trưng bày hiện vật chiến tranh?', 'Bảo tàng TP.HCM trưng bày những gì?', 'Chùa Giác Lâm nằm ở đâu?']",0
Cầu Phú Mỹ có chiều dài là bao nhiêu?,Hơn 2000m,"Cầu Phú Mỹ có chiều dài hơn 2000m, không kể đường dẫn.","['Cầu Phú Mỹ nối hai quận nào?', 'Cầu Phú Mỹ được khánh thành vào ngày nào?', 'Cầu Phú Mỹ có tổng mức đầu tư là bao nhiêu?']",1
Hồ Con Rùa nằm ở đâu?,Thành phố Hồ Chí Minh,"Hồ Con Rùa nằm ở trung tâm Thành phố Hồ Chí Minh, có tên chính thức là Công trường Quốc tế.","['Hồ Con Rùa có tên chính thức là gì?', 'Hồ Con Rùa nằm ở thành phố nào?', 'Hồ Con Rùa có những tuyến đường nào giao nhau?']",1
Bảo tháp có bao nhiêu tầng?,Bảo tháp có 13 tầng.,Tháp Tang bồng có 4 tầng quan sát.,"['Tháp Tang bồng có bao nhiêu tầng quan sát?', 'Cao tầng của Tháp Tang bồng là bao nhiêu?', 'Tháp Tang bồng có mấy tầng?']",0
Bảo tháp có ý nghĩa gì?,"Bảo tháp có ý nghĩa biểu tượng cho tinh thần phụng sự, thống nhất của 13 tổ chức, hội đoàn, tông phái tham gia cuộc tranh đấu bất bạo động của Phật giáo năm 1963.","Bảo tháp có ý nghĩa biểu tượng cho tinh thần phụng sự, thống nhất của 13 tổ chức, hội đoàn, tông phái tham gia cuộc tranh đấu bất bạo động của Phật giáo năm 1963.","['Bảo tháp là điểm nhấn của Việt Nam Quốc Tự với bao nhiêu tầng?', 'Bảo tháp có ý nghĩa gì trong lịch sử Việt Nam?', 'Bảo tháp là biểu tượng của cái gì?']",1
Bảo tàng Chứng tích chiến tranh lưu trữ những gì?,"Bảo tàng Chứng tích chiến tranh lưu trữ hơn 20.000 tư liệu, hình ảnh, hiện vật về những chứng tích và hậu quả của các cuộc chiến tranh tại Việt Nam giai đoạn cận đại.","Bảo tàng Chứng tích chiến tranh lưu trữ và trưng bày hơn 20.000 tư liệu, hình ảnh, hiện vật về những chứng tích và hậu quả của các cuộc chiến tranh tại Việt Nam giai đoạn cận đại. Nhiều chuyên đề trưng bày hấp dẫn như: Những sự thật lịch sử, Hồi niệm, Bồ câu trắng, Chất độc da cam trong chiến tranh Việt Nam, Thế giới ủng hộ Việt Nam kháng chiến,...","['Bảo tàng Chứng tích chiến tranh ở đâu?', 'Thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là khi nào?', 'Bảo tàng Chứng tích chiến tranh có bao nhiêu hiện vật?']",1
Bảo tàng Chứng tích chiến tranh có bao nhiêu chuyên đề?,"Bảo tàng Chứng tích chiến tranh có 66 ảnh, 20 tài liệu, 153 hiện vật giới thiệu quá trình thực dân Pháp, quân dội Mỹ tiến hành chiến tranh xâm lược Việt Nam.","Bảo tàng Chứng tích chiến tranh có nhiều chuyên đề trưng bày hấp dẫn như: Những sự thật lịch sử, Hồi niệm, Bồ câu trắng, Chất độc da cam trong chiến tranh Việt Nam, Thế giới ủng hộ Việt Nam kháng chiến,...","['Bảo tàng Chứng tích chiến tranh trưng bày những gì?', 'Bảo tàng Chứng tích chiến tranh ở đâu?', 'Thời gian hoạt động của Bảo tàng Chứng tích chiến tranh là khi nào?']",1
